Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2017-08-25 15:58,356.89,nan,0.00,0.03,79.65,0.0000,0.0000
2017-08-25 16:00,354.91,nan,0.00,0.03,79.64,0.0000,0.0000
2017-08-25 16:02,352.94,nan,0.00,0.03,79.64,0.0000,0.0000
2017-08-25 16:04,350.99,nan,0.00,0.03,79.63,0.0000,0.0000
2017-08-25 16:06,349.06,nan,0.00,0.03,79.63,0.0000,0.0000
2017-08-25 16:08,347.13,nan,0.00,0.03,79.63,0.0000,0.0000
2017-08-25 16:10,345.22,nan,0.00,0.03,79.62,0.0000,0.0000
2017-08-25 16:12,343.33,nan,0.00,0.03,79.62,0.0000,0.0000
2017-08-25 16:14,341.45,nan,0.00,0.03,79.62,0.0000,0.0000
2017-08-25 16:16,339.58,nan,0.00,0.03,79.62,0.0000,0.0000
2017-08-25 16:18,337.73,nan,0.00,0.03,79.61,0.0000,0.0000
2017-08-25 16:20,335.89,nan,0.00,0.03,79.61,0.0000,0.0000
2017-08-25 16:22,334.07,nan,0.00,0.03,79.61,0.0000,0.0000
2017-08-25 16:24,332.26,nan,0.00,0.03,79.61,0.0000,0.0000
2017-08-25 16:26,330.46,nan,0.00,0.03,79.60,0.0000,0.0000
2017-08-25 16:28,328.68,nan,0.00,0.03,79.56,0.0000,0.0000
2017-08-25 16:30,326.91,nan,0.00,0.03,79.55,0.0000,0.0000
2017-08-25 16:32,325.15,nan,0.00,0.03,79.54,0.0000,0.0000
2017-08-25 16:34,323.40,nan,0.00,0.03,79.54,0.0000,0.0000
2017-08-25 16:36,321.67,nan,0.00,0.03,79.54,0.0000,0.0000
2017-08-25 16:38,319.95,nan,0.00,0.03,79.54,0.0000,0.0000
2017-08-25 16:40,318.24,nan,0.00,0.03,79.53,0.0000,0.0000
2017-08-25 16:42,316.55,nan,0.00,0.03,79.53,0.0000,0.0000
2017-08-25 16:44,314.87,nan,0.00,0.03,79.53,0.0000,0.0000
2017-08-25 16:46,313.20,nan,0.00,0.03,79.53,0.0000,0.0000
2017-08-25 16:48,311.54,nan,0.00,0.03,79.52,0.0000,0.0000
2017-08-25 16:50,309.89,nan,0.00,0.03,79.52,0.0000,0.0000
2017-08-25 16:52,308.26,nan,0.00,0.03,79.52,0.0000,0.0000
2017-08-25 16:54,306.63,nan,0.00,0.03,79.52,0.0000,0.0000
2017-08-25 16:56,305.02,nan,0.00,0.03,79.51,0.0000,0.0000
2017-08-25 16:58,303.42,nan,0.00,0.03,79.51,0.0000,0.0000
2017-08-25 17:00,301.83,nan,0.00,0.03,79.51,0.0000,0.0000
2017-08-25 17:02,300.26,nan,0.00,0.03,79.51,0.0000,0.0000
2017-08-25 17:04,298.69,nan,0.00,0.03,79.50,0.0000,0.0000
2017-08-25 17:06,297.14,nan,0.00,0.03,79.50,0.0000,0.0000
2017-08-25 17:08,295.59,nan,0.00,0.03,79.49,0.0000,0.0000
2017-08-25 17:10,294.06,nan,0.00,0.03,79.49,0.0000,0.0000
2017-08-25 17:12,292.54,nan,0.00,0.03,79.49,0.0000,0.0000
2017-08-25 17:14,291.03,nan,0.00,0.03,79.48,0.0000,0.0000
2017-08-25 17:16,289.53,nan,0.00,0.03,79.47,0.0000,0.0000
2017-08-25 17:18,288.04,nan,0.00,0.03,79.47,0.0000,0.0000
2017-08-25 17:20,286.56,nan,0.00,0.03,79.46,0.0000,0.0000
2017-08-25 17:22,285.09,nan,0.00,0.03,79.41,0.0000,0.0000
2017-08-25 17:24,283.63,nan,0.00,0.03,79.36,0.0000,0.0000
2017-08-25 17:26,282.18,nan,0.00,0.03,79.33,0.0000,0.0000
2017-08-25 17:28,280.74,nan,0.00,0.03,79.33,0.0000,0.0000
2017-08-25 17:30,279.32,nan,0.00,0.03,79.32,0.0000,0.0000
2017-08-25 17:32,277.90,nan,0.00,0.03,79.32,0.0000,0.0000
2017-08-25 17:34,276.49,nan,0.00,0.03,79.32,0.0000,0.0000
2017-08-25 17:36,275.09,nan,0.00,0.03,79.32,0.0000,0.0000
2017-08-25 17:38,273.70,nan,0.00,0.03,79.32,0.0000,0.0000
2017-08-25 17:40,272.32,nan,0.00,0.03,79.32,0.0000,0.0000
2017-08-25 17:42,270.95,nan,0.00,0.03,79.31,0.0000,0.0000
2017-08-25 17:44,269.59,nan,0.00,0.03,79.31,0.0000,0.0000
2017-08-25 17:46,268.24,nan,0.00,0.03,79.31,0.0000,0.0000
2017-08-25 17:48,266.90,nan,0.00,0.03,79.30,0.0000,0.0000
2017-08-25 17:50,265.57,nan,0.00,0.03,79.30,0.0000,0.0000
2017-08-25 17:52,264.25,nan,0.00,0.03,79.30,0.0000,0.0000
2017-08-25 17:54,262.93,nan,0.00,0.03,79.30,0.0000,0.0000
2017-08-25 17:56,261.63,nan,0.00,0.03,79.29,0.0000,0.0000
2017-08-25 17:58,260.33,nan,0.00,0.03,79.29,0.0000,0.0000
2017-08-25 18:00,259.05,nan,0.00,0.03,79.29,0.0000,0.0000
2017-08-25 18:02,257.77,nan,0.00,0.03,79.28,0.0000,0.0000
2017-08-25 18:04,256.50,nan,0.00,0.03,79.28,0.0000,0.0000
2017-08-25 18:06,255.24,nan,0.00,0.03,79.28,0.0000,0.0000
2017-08-25 18:08,253.99,nan,0.00,0.03,79.28,0.0000,0.0000
2017-08-25 18:10,252.74,nan,0.00,0.03,79.28,0.0000,0.0000
2017-08-25 18:12,251.51,nan,0.00,0.03,79.27,0.0000,0.0000
2017-08-25 18:14,250.28,nan,0.00,0.03,79.27,0.0000,0.0000
2017-08-25 18:16,249.06,nan,0.00,0.03,79.27,0.0000,0.0000
2017-08-25 18:18,247.85,nan,0.00,0.03,79.27,0.0000,0.0000
2017-08-25 18:20,246.65,nan,0.00,0.03,79.26,0.0000,0.0000
2017-08-25 18:22,245.46,nan,0.00,0.03,79.26,0.0000,0.0000
2017-08-25 18:24,244.27,nan,0.00,0.03,79.26,0.0000,0.0000
2017-08-25 18:26,243.09,nan,0.00,0.03,79.26,0.0000,0.0000
2017-08-25 18:28,241.92,nan,0.00,0.03,79.25,0.0000,0.0000
2017-08-25 18:30,240.76,nan,0.00,0.03,79.25,0.0000,0.0000
2017-08-25 18:32,239.61,nan,0.00,0.03,79.25,0.0000,0.0000
2017-08-25 18:34,238.46,nan,0.00,0.03,79.24,0.0000,0.0000
2017-08-25 18:36,237.32,nan,0.00,0.03,79.22,0.0000,0.0000
2017-08-25 18:38,236.19,nan,0.00,0.03,79.22,0.0000,0.0000
2017-08-25 18:40,235.06,nan,0.00,0.03,79.21,0.0000,0.0000
2017-08-25 18:42,233.95,nan,0.00,0.03,79.21,0.0000,0.0000
2017-08-25 18:44,232.84,nan,0.00,0.03,79.21,0.0000,0.0000
2017-08-25 18:46,231.73,nan,0.00,0.03,79.21,0.0000,0.0000
2017-08-25 18:48,230.64,nan,0.00,0.03,79.21,0.0000,0.0000
2017-08-25 18:50,229.55,nan,0.00,0.03,79.21,0.0000,0.0000
2017-08-25 18:52,228.47,nan,0.00,0.03,79.20,0.0000,0.0000
2017-08-25 18:54,227.40,nan,0.00,0.03,79.20,0.0000,0.0000
2017-08-25 18:56,226.33,nan,0.00,0.03,79.20,0.0000,0.0000
2017-08-25 18:58,225.27,nan,0.00,0.03,79.20,0.0000,0.0000
2017-08-25 19:00,224.22,nan,0.00,0.03,79.19,0.0000,0.0000
2017-08-25 19:02,223.17,nan,0.00,0.03,79.19,0.0000,0.0000
2017-08-25 19:04,222.13,nan,0.00,0.03,79.19,0.0000,0.0000
2017-08-25 19:06,221.10,nan,0.00,0.03,79.19,0.0000,0.0000
2017-08-25 19:08,220.07,nan,0.00,0.03,79.19,0.0000,0.0000
2017-08-25 19:10,219.05,nan,0.00,0.03,79.19,0.0000,0.0000
2017-08-25 19:12,218.04,nan,0.00,0.03,79.18,0.0000,0.0000
2017-08-25 19:14,217.04,nan,0.00,0.03,79.18,0.0000,0.0000
2017-08-25 19:16,216.04,nan,0.00,0.03,79.18,0.0000,0.0000
2017-08-25 19:18,215.04,nan,0.00,0.03,79.18,0.0000,0.0000
2017-08-25 19:20,214.06,nan,0.00,0.03,79.18,0.0000,0.0000
2017-08-25 19:22,213.08,nan,0.00,0.03,79.17,0.0000,0.0000
2017-08-25 19:24,212.11,nan,0.00,0.03,79.17,0.0000,0.0000
2017-08-25 19:26,211.14,nan,0.00,0.03,79.17,0.0000,0.0000
2017-08-25 19:28,210.18,nan,0.00,0.03,79.17,0.0000,0.0000
2017-08-25 19:30,209.23,nan,0.00,0.03,79.17,0.0000,0.0000
2017-08-25 19:32,208.28,nan,0.00,0.03,79.16,0.0000,0.0000
2017-08-25 19:34,207.34,nan,0.00,0.03,79.16,0.0000,0.0000
2017-08-25 19:36,206.41,nan,0.00,0.03,79.16,0.0000,0.0000
2017-08-25 19:38,205.49,nan,0.00,0.03,79.15,0.0000,0.0000
2017-08-25 19:40,204.57,nan,0.00,0.03,79.15,0.0000,0.0000
2017-08-25 19:42,203.66,nan,0.00,0.03,79.15,0.0000,0.0000
2017-08-25 19:44,202.76,nan,0.00,0.03,79.14,0.0000,0.0000
2017-08-25 19:46,201.87,nan,0.00,0.03,79.14,0.0000,0.0000
2017-08-25 19:48,200.99,nan,0.00,0.03,79.14,0.0000,0.0000
2017-08-25 19:50,200.12,nan,0.00,0.03,79.14,0.0000,0.0000
2017-08-25 19:52,199.26,nan,0.00,0.03,79.14,0.0000,0.0000
2017-08-25 19:54,198.40,nan,0.00,0.03,79.13,0.0000,0.0000
2017-08-25 19:56,197.56,nan,0.00,0.03,79.13,0.0000,0.0000
2017-08-25 19:58,196.73,nan,0.00,0.03,79.13,0.0000,0.0000
2017-08-25 20:00,195.91,nan,0.00,0.03,79.13,0.0000,0.0000
2017-08-25 20:02,195.10,nan,0.00,0.03,79.12,0.0000,0.0000
2017-08-25 20:04,194.30,nan,0.00,0.03,79.12,0.0000,0.0000
2017-08-25 20:06,193.52,nan,0.00,0.03,79.12,0.0000,0.0000
2017-08-25 20:08,192.74,nan,0.00,0.03,79.12,0.0000,0.0000
2017-08-25 20:10,191.97,nan,0.00,0.03,79.12,0.0000,0.0000
2017-08-25 20:12,191.22,nan,0.00,0.03,79.11,0.0000,0.0000
2017-08-25 20:14,190.47,nan,0.00,0.03,79.11,0.0000,0.0000
2017-08-25 20:16,189.73,nan,0.00,0.03,79.11,0.0000,0.0000
2017-08-25 20:18,189.00,nan,0.00,0.03,79.11,0.0000,0.0000
2017-08-25 20:20,188.28,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:22,187.56,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:24,186.85,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:26,186.14,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:28,185.43,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:30,184.73,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:32,184.03,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:34,183.33,nan,0.00,0.03,79.10,0.0000,0.0000
2017-08-25 20:36,182.64,nan,0.00,0.03,79.09,0.0000,0.0000
2017-08-25 20:38,181.94,nan,0.00,0.03,79.09,0.0000,0.0000
2017-08-25 20:40,181.24,nan,0.00,0.03,79.08,0.0000,0.0000
2017-08-25 20:42,180.54,nan,0.00,0.03,79.07,0.0000,0.0000
2017-08-25 20:44,179.84,nan,0.00,0.03,79.07,0.0000,0.0000
2017-08-25 20:46,179.14,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 20:48,178.44,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 20:50,177.74,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 20:52,177.04,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 20:54,176.33,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 20:56,175.63,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 20:58,174.93,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 21:00,174.22,nan,0.00,0.03,79.06,0.0000,0.0000
2017-08-25 21:02,173.52,nan,0.00,0.03,79.05,0.0000,0.0000
2017-08-25 21:04,172.82,nan,0.00,0.03,79.05,0.0000,0.0000
2017-08-25 21:06,172.12,nan,0.00,0.03,79.05,0.0000,0.0000
2017-08-25 21:08,171.42,nan,0.00,0.03,79.04,0.0000,0.0000
2017-08-25 21:10,170.72,nan,0.00,0.03,79.04,0.0000,0.0000
2017-08-25 21:12,170.03,nan,0.00,0.03,79.04,0.0000,0.0000
2017-08-25 21:14,169.33,nan,0.00,0.03,79.04,0.0000,0.0000
2017-08-25 21:16,168.64,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:18,167.95,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:20,167.27,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:22,166.59,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:24,165.91,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:26,165.23,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:28,164.56,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:30,163.89,nan,0.00,0.03,79.03,0.0000,0.0000
2017-08-25 21:32,163.22,nan,0.00,0.03,79.02,0.0000,0.0000
2017-08-25 21:34,162.56,nan,0.00,0.03,79.02,0.0000,0.0000
2017-08-25 21:36,161.90,nan,0.00,0.03,79.02,0.0000,0.0000
2017-08-25 21:38,161.24,nan,0.00,0.03,79.02,0.0000,0.0000
2017-08-25 21:40,160.59,nan,0.00,0.03,79.01,0.0000,0.0000
2017-08-25 21:42,159.94,nan,0.00,0.03,79.01,0.0000,0.0000
2017-08-25 21:44,159.30,nan,0.00,0.03,79.01,0.0000,0.0000
2017-08-25 21:46,158.65,nan,0.00,0.03,79.01,0.0000,0.0000
2017-08-25 21:48,158.02,nan,0.00,0.03,79.01,0.0000,0.0000
2017-08-25 21:50,157.38,nan,0.00,0.03,79.00,0.0000,0.0000
2017-08-25 21:52,156.75,nan,0.00,0.03,79.00,0.0000,0.0000
2017-08-25 21:54,156.12,nan,0.00,0.03,79.00,0.0000,0.0000
2017-08-25 21:56,155.50,nan,0.00,0.03,79.00,0.0000,0.0000
2017-08-25 21:58,154.87,nan,0.00,0.03,79.00,0.0000,0.0000
2017-08-25 22:00,154.26,nan,0.00,0.03,79.00,0.0000,0.0000
2017-08-25 22:02,153.64,nan,0.00,0.03,78.99,0.0000,0.0000
2017-08-25 22:04,153.03,nan,0.00,0.03,78.99,0.0000,0.0000
2017-08-25 22:06,152.42,nan,0.00,0.03,78.99,0.0000,0.0000
2017-08-25 22:08,151.82,nan,0.00,0.03,78.98,0.0000,0.0000
2017-08-25 22:10,151.22,nan,0.00,0.03,78.98,0.0000,0.0000
2017-08-25 22:12,150.62,nan,0.00,0.03,78.98,0.0000,0.0000
2017-08-25 22:14,150.02,nan,0.00,0.03,78.98,0.0000,0.0000
2017-08-25 22:16,149.43,nan,0.00,0.03,78.97,0.0000,0.0000
2017-08-25 22:18,148.85,nan,0.00,0.03,78.97,0.0000,0.0000
2017-08-25 22:20,148.26,nan,0.00,0.03,78.97,0.0000,0.0000
2017-08-25 22:22,147.68,nan,0.00,0.03,78.97,0.0000,0.0000
2017-08-25 22:24,147.10,nan,0.00,0.03,78.96,0.0000,0.0000
2017-08-25 22:26,146.52,nan,0.00,0.03,78.96,0.0000,0.0000
2017-08-25 22:28,145.95,nan,0.00,0.03,78.96,0.0000,0.0000
2017-08-25 22:30,145.38,nan,0.00,0.03,78.96,0.0000,0.0000
2017-08-25 22:32,144.82,nan,0.00,0.03,78.96,0.0000,0.0000
2017-08-25 22:34,144.25,nan,0.00,0.03,78.95,0.0000,0.0000
2017-08-25 22:36,143.69,nan,0.00,0.03,78.95,0.0000,0.0000
2017-08-25 22:38,143.14,nan,0.00,0.03,78.95,0.0000,0.0000
2017-08-25 22:40,142.58,nan,0.00,0.03,78.94,0.0000,0.0000
2017-08-25 22:42,142.03,nan,0.00,0.03,78.94,0.0000,0.0000
2017-08-25 22:44,141.48,nan,0.00,0.03,78.94,0.0000,0.0000
2017-08-25 22:46,140.94,nan,0.00,0.03,78.94,0.0000,0.0000
2017-08-25 22:48,140.39,nan,0.00,0.03,78.94,0.0000,0.0000
2017-08-25 22:50,139.85,nan,0.00,0.03,78.93,0.0000,0.0000
2017-08-25 22:52,139.32,nan,0.00,0.03,78.93,0.0000,0.0000
2017-08-25 22:54,138.78,nan,0.00,0.03,78.93,0.0000,0.0000
2017-08-25 22:56,138.25,nan,0.00,0.03,78.93,0.0000,0.0000
2017-08-25 22:58,137.72,nan,0.00,0.03,78.93,0.0000,0.0000
2017-08-25 23:00,137.20,nan,0.00,0.03,78.93,0.0000,0.0000
2017-08-25 23:02,136.68,nan,0.00,0.03,78.92,0.0000,0.0000
2017-08-25 23:04,136.16,nan,0.00,0.03,78.92,0.0000,0.0000
2017-08-25 23:06,135.64,nan,0.00,0.03,78.92,0.0000,0.0000
2017-08-25 23:08,135.12,nan,0.00,0.03,78.88,0.0000,0.0000
2017-08-25 23:10,134.61,nan,0.00,0.03,78.86,0.0000,0.0000
2017-08-25 23:12,134.10,nan,0.00,0.03,78.84,0.0000,0.0000
2017-08-25 23:14,133.60,nan,0.00,0.03,78.80,0.0000,0.0000
2017-08-25 23:16,133.09,nan,0.00,0.03,78.78,0.0000,0.0000
2017-08-25 23:18,132.59,nan,0.00,0.03,78.78,0.0000,0.0000
2017-08-25 23:20,132.09,nan,0.00,0.03,78.78,0.0000,0.0000
2017-08-25 23:22,131.60,nan,0.00,0.03,78.77,0.0000,0.0000
2017-08-25 23:24,131.10,nan,0.00,0.03,78.77,0.0000,0.0000
2017-08-25 23:26,130.61,nan,0.00,0.03,78.77,0.0000,0.0000
2017-08-25 23:28,130.12,nan,0.00,0.03,78.77,0.0000,0.0000
2017-08-25 23:30,129.64,nan,0.00,0.03,78.77,0.0000,0.0000
2017-08-25 23:32,129.15,nan,0.00,0.03,78.77,0.0000,0.0000
2017-08-25 23:34,128.67,nan,0.00,0.03,78.76,0.0000,0.0000
2017-08-25 23:36,128.19,nan,0.00,0.03,78.76,0.0000,0.0000
2017-08-25 23:38,127.72,nan,0.00,0.03,78.76,0.0000,0.0000
2017-08-25 23:40,127.24,nan,0.00,0.03,78.76,0.0000,0.0000
2017-08-25 23:42,126.77,nan,0.00,0.03,78.76,0.0000,0.0000
2017-08-25 23:44,126.30,nan,0.00,0.03,78.75,0.0000,0.0000
2017-08-25 23:46,125.84,nan,0.00,0.03,78.72,0.0000,0.0000
2017-08-25 23:48,125.37,nan,0.00,0.03,78.70,0.0000,0.0000
2017-08-25 23:50,124.91,nan,0.00,0.03,78.69,0.0000,0.0000
2017-08-25 23:52,124.45,nan,0.00,0.03,78.69,0.0000,0.0000
2017-08-25 23:54,124.00,nan,0.00,0.03,78.69,0.0000,0.0000
2017-08-25 23:56,123.54,nan,0.00,0.03,78.69,0.0000,0.0000
2017-08-25 23:58,123.09,nan,0.00,0.03,78.68,0.0000,0.0000
2017-08-26 00:00,122.64,nan,0.00,0.03,78.68,0.0000,0.0000
